ID,В стоп-л,Email польз.,Email VK,Email Yandex,Email Google,Email OK,Email Twitter,Email FB,ID пользователя,Дата рождения,Кол-во транзакций,Накоп. сумма,Посл. пожер.
300,Нет,Есть,-,-,-,-,-,-,246454,Не указано,1,100.00,20.04.2023 16:42:32
299,Нет,Есть,-,Есть,-,-,-,-,205621,1978-12-31,2,200.00,20.04.2023 17:43:32
298,Нет,Есть,-,-,-,-,-,-,139020,1966-09-15,2,800.00,02.04.2024 00:01:44
297,Нет,Есть,-,-,-,-,-,-,140594,1999-01-25,8,2900.00,20.04.2023 19:11:06
296,Нет,Есть,-,-,-,-,-,-,195062,1984-01-15,1,300.00,21.04.2023 13:56:09
295,Нет,Есть,-,-,-,-,-,-,254850,1981-02-06,1,100.00,22.04.2023 00:17:02
294,Нет,-,-,-,-,-,-,-,Не указано,Не указано,2,900.00,24.04.2023 03:42:19
293,Нет,Есть,-,-,-,-,-,-,137181,1991-06-19,12,1800.00,04.05.2023 20:10:39
292,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,20.00,09.05.2023 23:02:29
291,Нет,Есть,-,-,-,-,-,-,110486,1982-05-02,1,100.00,16.05.2023 00:35:22
290,Да,Есть,-,Есть,-,-,-,-,200746,1986-06-10,1,200.00,16.05.2023 02:08:08
289,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,10.00,17.05.2023 07:11:01
288,Нет,Есть,-,Есть,Есть,-,-,-,251142,1980-06-09,1,500.00,17.05.2023 11:43:40
287,Нет,Есть,-,-,-,-,-,-,219956,1987-01-12,1,300.00,17.05.2023 15:13:50
286,Нет,-,-,-,-,-,-,-,Не указано,Не указано,4,4000.00,25.05.2023 04:38:57
285,Нет,Есть,-,Есть,-,-,-,-,210667,1979-02-12,2,200.00,25.05.2023 14:32:39
284,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,100.00,28.05.2023 12:27:05
283,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,300.00,28.05.2023 13:37:49
282,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,500.00,29.05.2023 00:16:52
281,Нет,Есть,-,Есть,Есть,-,-,-,18328,1986-10-26,3,667.00,24.05.2024 12:30:23
280,Нет,Есть,-,-,-,-,-,-,238427,1994-05-27,1,100.00,06.06.2023 21:17:36
279,Нет,Есть,-,-,-,-,-,-,170022,1972-08-10,1,500.00,06.06.2023 21:25:02
278,Нет,Есть,-,-,-,-,-,-,247009,1998-02-13,1,100.00,06.06.2023 21:28:30
277,Нет,Есть,-,Есть,Есть,-,-,-,149905,1991-05-11,1,1000.00,06.06.2023 22:28:05
276,Нет,Есть,-,-,-,-,-,-,151686,1988-10-21,1,112.00,06.06.2023 22:46:36
275,Нет,-,-,-,-,-,-,-,Не указано,Не указано,2,1500.00,07.06.2023 00:05:12
274,Нет,Есть,-,-,-,-,-,-,34190,Не указано,1,200.00,07.06.2023 00:11:20
273,Да,Есть,-,-,-,-,-,-,246347,1988-09-26,1,100.00,07.06.2023 10:27:20
272,Нет,Есть,-,-,-,-,-,-,181447,1969-06-30,1,100.00,07.06.2023 13:25:33
271,Нет,Есть,-,-,-,-,-,-,192237,1994-01-20,1,100.00,07.06.2023 14:45:10
270,Нет,Есть,-,-,-,-,-,-,80688,Не указано,5,4300.00,07.01.2024 13:18:45
269,Нет,Есть,-,-,-,-,-,-,232884,1984-10-25,1,100.00,13.06.2023 19:39:40
268,Нет,Есть,-,-,-,-,-,-,148,1979-08-09,1,1000.00,14.06.2023 01:20:20
267,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,200.00,14.06.2023 19:07:44
266,Нет,Есть,-,Есть,-,-,-,-,133829,1998-08-31,1,300.00,14.06.2023 19:31:13
265,Нет,Есть,-,Есть,-,-,-,-,3027,1998-10-06,1,500.00,15.06.2023 03:34:44
264,Нет,Есть,-,-,-,-,-,-,44590,Не указано,1,500.00,15.06.2023 13:13:18
263,Нет,-,-,-,-,-,-,-,Не указано,Не указано,2,100.00,16.06.2023 14:35:34
262,Нет,Есть,-,Есть,Есть,-,-,-,237283,1982-09-18,1,300.00,20.06.2023 17:08:22
261,Нет,Есть,-,-,-,-,-,-,245425,1971-10-27,3,200.00,21.06.2023 04:50:33
260,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,100.00,22.06.2023 04:19:07
259,Нет,Есть,-,-,-,-,-,-,155981,Не указано,30,2800.00,29.06.2023 18:49:43
258,Нет,Есть,-,-,Есть,-,-,-,228693,1999-10-22,5,200.00,30.06.2023 15:19:32
257,Нет,Есть,-,-,-,-,-,-,260205,1991-06-29,1,500.00,01.07.2023 23:20:28
256,Нет,Есть,-,-,-,-,-,-,251253,1984-05-02,1,100.00,02.07.2023 02:03:09
255,Нет,Есть,-,-,Есть,-,-,-,153376,1988-08-26,1,300.00,10.07.2023 14:22:11
254,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,333.00,10.07.2023 16:44:27
253,Нет,Есть,-,-,-,-,-,-,263016,1995-01-28,1,100.00,17.07.2023 22:58:03
252,Нет,Есть,-,-,-,-,-,-,257277,1987-05-15,1,300.00,18.07.2023 21:20:41
251,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,50.00,23.07.2023 05:31:03
250,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,0,27.07.2023 14:10:12
249,Нет,Есть,-,-,-,-,-,-,233316,1998-01-21,9,900.00,28.07.2023 19:22:25
248,Нет,Есть,-,Есть,Есть,-,-,-,140684,1984-12-17,2,1000.00,02.08.2023 21:55:18
247,Нет,Есть,-,-,-,-,-,-,265312,1981-02-22,1,100.00,03.08.2023 18:55:49
246,Нет,Есть,-,Есть,-,-,-,-,196454,1990-09-09,3,700.00,04.08.2023 17:04:12
245,Нет,Есть,-,-,Есть,-,-,-,192732,1980-12-19,3,700.00,15.02.2024 09:47:44
244,Нет,Есть,-,-,-,-,-,-,217817,1991-11-28,1,300.00,09.08.2023 03:19:07
243,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,0,15.08.2023 13:28:56
242,Нет,-,-,-,-,-,-,-,Не указано,Не указано,10,1000.00,19.08.2023 20:05:57
241,Нет,Есть,-,Есть,-,-,-,-,147323,1978-07-20,1,100.00,20.08.2023 23:20:15
240,Нет,Есть,-,-,-,-,-,-,201080,1976-02-24,1,100.00,21.08.2023 07:04:09
239,Нет,Есть,-,-,Есть,-,-,-,255902,2004-03-07,1,100.00,22.08.2023 20:51:34
238,Да,Есть,-,-,-,-,-,-,261371,2004-11-02,1,100.00,22.08.2023 23:47:54
237,Нет,Есть,-,Есть,Есть,-,-,-,142337,1986-10-25,11,204.00,08.09.2023 20:57:56
236,Нет,Есть,-,-,-,-,-,-,156038,2002-06-01,1,500.00,09.09.2023 13:20:53
235,Нет,Есть,-,-,-,-,-,-,260422,1975-06-28,4,2800.00,23.03.2024 17:15:51
234,Нет,Есть,-,-,Есть,-,-,-,191361,1989-10-21,2,600.00,30.03.2024 22:19:21
233,Нет,Есть,-,-,-,-,-,-,3121,1981-06-05,22,2400.00,20.09.2023 18:24:25
232,Нет,Есть,-,-,-,-,-,-,115044,Не указано,1,0,20.09.2023 20:00:38
231,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,300.00,20.09.2023 20:41:42
230,Нет,Есть,-,-,Есть,-,-,-,263944,1986-08-01,2,200.00,25.09.2023 15:55:22
229,Нет,Есть,-,-,-,-,-,-,238174,1999-05-15,2,200.00,27.01.2024 10:35:22
228,Нет,-,-,-,-,-,-,-,Не указано,Не указано,24,1400.00,27.09.2023 02:09:16
227,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,0,27.09.2023 02:35:20
226,Нет,-,-,-,-,-,-,-,Не указано,Не указано,2,200.00,25.12.2023 17:43:45
225,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,300.00,28.09.2023 00:31:07
224,Нет,Есть,-,-,-,-,-,-,61553,1990-10-08,2,1000.00,28.09.2023 00:38:16
223,Нет,Есть,-,-,Есть,-,-,-,172066,1984-01-05,4,900.00,18.05.2024 13:41:25
222,Нет,Есть,-,-,-,-,-,-,138911,1990-11-24,1,1000.00,28.09.2023 03:28:04
221,Нет,Есть,-,-,-,-,-,-,159580,1985-05-17,1,500.00,28.09.2023 15:46:38
220,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,50.00,28.09.2023 18:57:21
219,Нет,Есть,-,-,-,-,-,-,153952,1989-02-10,1,200.00,28.09.2023 20:51:51
218,Нет,Есть,-,Есть,Есть,-,-,-,118454,1989-04-03,1,100.00,29.09.2023 02:47:38
217,Нет,Есть,-,-,-,-,-,-,100047,1983-03-04,5,1500.00,29.09.2023 21:05:12
216,Нет,Есть,-,-,Есть,-,-,-,184578,1990-09-24,1,500.00,01.10.2023 00:41:13
215,Нет,Есть,-,-,-,-,-,-,153482,1985-11-21,4,1000.00,01.10.2023 22:10:54
214,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,100.00,02.10.2023 08:44:14
213,Нет,Есть,-,-,-,-,-,-,264927,1986-03-10,1,300.00,02.10.2023 13:48:43
212,Нет,Есть,-,Есть,Есть,-,-,-,162792,1984-12-06,1,300.00,03.10.2023 18:17:05
211,Нет,Есть,-,Есть,Есть,-,-,-,220628,1997-02-23,14,2050.00,19.04.2024 21:37:58
210,Нет,Есть,-,-,-,-,-,-,177685,1976-12-18,5,4000.00,06.10.2023 21:30:07
209,Нет,Есть,-,-,-,-,-,-,264921,1994-09-16,2,200.00,08.10.2023 20:26:50
208,Нет,Есть,-,-,-,-,-,-,270306,Не указано,3,500.00,31.03.2024 18:39:50
207,Нет,Есть,-,Есть,Есть,-,-,-,267419,1984-08-11,1,300.00,12.10.2023 13:30:07
206,Нет,Есть,-,-,Есть,-,-,-,197419,1987-10-29,1,1000.00,12.10.2023 14:49:19
205,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,0,12.10.2023 15:20:06
204,Нет,Есть,-,-,-,-,-,-,203013,1983-10-18,1,300.00,12.10.2023 15:20:25
203,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,1000.00,12.10.2023 15:35:09
202,Да,Есть,-,-,-,-,-,-,231623,1994-04-12,1,1000.00,12.10.2023 15:41:43
201,Нет,Есть,-,Есть,Есть,-,-,-,149459,1980-09-18,4,300.00,12.10.2023 15:53:17
200,Нет,Есть,-,Есть,Есть,-,-,-,238670,1971-10-25,2,100.00,12.10.2023 16:43:07
199,Нет,Есть,-,-,-,-,-,-,242483,1975-04-28,3,400.00,12.10.2023 16:43:51
198,Нет,Есть,-,-,-,-,-,-,129136,Не указано,1,300.00,12.10.2023 16:54:26
197,Нет,-,-,-,-,-,-,-,Не указано,Не указано,2,200.00,12.10.2023 17:27:58
196,Нет,Есть,-,Есть,Есть,-,-,-,7598,1998-07-13,1,500.00,12.10.2023 18:35:14
195,Нет,Есть,-,-,-,-,-,-,268240,1977-11-16,3,270.00,28.03.2024 16:03:32
194,Нет,Есть,-,-,-,-,-,-,156626,Не указано,1,300.00,12.10.2023 19:23:33
193,Нет,Есть,-,-,-,-,-,-,197095,Не указано,1,500.00,13.10.2023 04:23:57
192,Нет,Есть,-,-,-,-,-,-,203673,1977-01-25,1,300.00,14.10.2023 11:01:32
191,Нет,Есть,-,-,-,-,-,-,271447,1994-07-28,1,500.00,14.10.2023 11:06:54
190,Нет,-,-,-,-,-,-,-,Не указано,Не указано,4,52.00,15.10.2023 01:23:10
189,Нет,Есть,-,-,-,-,-,-,232591,1992-04-02,1,1200.00,15.10.2023 05:59:23
188,Нет,Есть,-,-,-,-,-,-,1288,1994-07-09,2,500.00,15.10.2023 22:27:35
187,Нет,Есть,-,-,-,-,-,-,19758,Не указано,1,500.00,16.10.2023 19:11:49
186,Нет,Есть,-,Есть,Есть,-,-,-,240293,1997-01-07,17,1700.00,18.10.2023 18:52:53
185,Нет,Есть,-,-,-,-,-,-,148900,1985-04-22,1,500.00,19.10.2023 02:13:38
184,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,1000.00,21.10.2023 00:22:45
183,Нет,Есть,-,Есть,Есть,-,-,-,183295,1994-06-24,4,2000.00,24.10.2023 13:51:38
182,Нет,Есть,-,-,-,-,-,-,263966,1991-05-07,2,150.00,01.03.2024 07:39:48
181,Нет,-,-,-,-,-,-,-,Не указано,Не указано,7,105.00,15.03.2024 16:32:41
180,Нет,Есть,-,-,-,-,-,-,151455,1971-11-21,3,700.00,02.04.2024 12:07:16
179,Нет,Есть,-,Есть,Есть,-,-,-,238858,1989-12-03,5,2300.00,27.05.2024 14:03:09
178,Нет,Есть,-,-,-,-,-,-,5284,1989-06-14,1,1000.00,25.10.2023 22:29:08
177,Нет,Есть,-,-,-,-,-,-,54093,1981-10-19,4,600.00,20.01.2024 17:35:10
176,Нет,Есть,-,-,-,-,-,-,206792,1978-07-06,3,1300.00,23.12.2023 19:17:34
175,Нет,Есть,-,-,-,-,-,-,210629,1979-02-12,1,3000.00,25.10.2023 23:27:16
174,Нет,Есть,-,-,-,-,-,-,220454,1979-03-07,1,500.00,26.10.2023 04:57:38
173,Нет,Есть,-,-,-,-,-,-,117333,1993-10-13,1,200.00,27.10.2023 15:19:56
172,Нет,Есть,-,-,-,-,-,-,176988,1989-12-25,1,300.00,27.10.2023 18:50:29
171,Нет,Есть,-,-,-,-,-,-,234539,1981-02-25,2,100.00,28.10.2023 00:11:32
170,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,100.00,28.10.2023 06:26:24
169,Да,Есть,-,-,Есть,-,-,-,150370,1989-05-14,2,611.00,21.04.2024 01:57:54
168,Нет,Есть,-,Есть,Есть,-,-,-,159851,1981-06-07,1,1000.00,30.10.2023 16:25:56
167,Нет,Есть,-,-,-,-,-,-,189852,1993-02-12,4,400.00,31.10.2023 11:16:52
166,Нет,Есть,-,-,-,-,-,-,4679,1972-10-11,37,17307.00,18.05.2024 12:16:59
165,Нет,-,-,-,-,-,-,-,Не указано,Не указано,2,800.00,01.11.2023 11:08:30
164,Нет,Есть,-,-,-,-,-,-,116,1980-04-02,1,300.00,02.11.2023 18:27:56
163,Нет,Есть,-,-,-,-,-,-,157955,Не указано,2,600.00,02.11.2023 18:35:26
162,Да,Есть,-,-,-,-,-,-,104642,Не указано,4,2000.00,02.11.2023 19:55:30
161,Нет,Есть,-,-,Есть,-,-,-,101761,1983-02-05,1,50.00,02.11.2023 23:37:52
160,Нет,Есть,-,Есть,Есть,-,-,-,149593,1989-04-21,1,500.00,02.11.2023 23:41:30
159,Нет,Есть,-,-,-,-,-,-,261820,1980-02-27,2,600.00,03.11.2023 00:19:57
158,Нет,Есть,-,Есть,-,-,-,-,160235,1987-08-29,1,200.00,03.11.2023 00:46:35
157,Нет,Есть,-,-,-,-,-,-,273070,1972-03-07,1,0,03.11.2023 00:46:55
156,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,500.00,03.11.2023 01:07:46
155,Нет,Есть,-,-,-,-,-,-,258990,1969-06-21,1,300.00,03.11.2023 01:55:31
154,Нет,Есть,-,-,-,-,-,-,215678,1981-06-25,2,0,03.11.2023 02:52:32
153,Нет,Есть,-,Есть,-,-,-,-,272386,1974-06-21,1,300.00,03.11.2023 03:07:01
152,Нет,Есть,-,-,-,-,-,-,193759,1988-07-21,1,300.00,03.11.2023 07:30:27
151,Нет,Есть,-,-,Есть,-,-,-,148216,1985-06-12,1,300.00,03.11.2023 11:52:10
150,Нет,Есть,-,-,-,-,-,-,211980,1990-01-14,1,100.00,03.11.2023 11:57:03
149,Нет,Есть,-,-,-,-,-,-,246338,1990-11-14,1,100.00,03.11.2023 12:10:51
148,Нет,Есть,-,-,-,-,-,-,220551,Не указано,1,100.00,03.11.2023 13:27:59
147,Нет,Есть,-,Есть,-,-,-,-,120385,1990-12-05,1,300.00,03.11.2023 13:53:58
146,Да,Есть,-,-,-,-,-,-,152103,1982-02-04,1,500.00,03.11.2023 16:19:55
145,Нет,Есть,-,-,-,-,-,-,251324,1988-09-24,1,300.00,03.11.2023 18:13:28
144,Да,Есть,-,-,-,-,-,-,172164,1986-08-29,1,100.00,03.11.2023 18:28:58
143,Нет,Есть,-,-,-,-,-,-,260877,1982-08-16,1,200.00,03.11.2023 23:15:20
142,Нет,Есть,-,-,Есть,-,-,-,242530,1986-05-18,1,300.00,03.11.2023 23:30:21
141,Нет,Есть,-,Есть,Есть,-,-,-,259038,1992-08-16,2,1000.00,04.11.2023 00:08:02
140,Нет,Есть,-,-,-,-,-,-,177673,1967-04-30,1,500.00,04.11.2023 01:18:36
139,Нет,Есть,-,-,-,-,-,-,2008,1991-03-15,1,1000.00,04.11.2023 02:09:50
138,Нет,Есть,-,-,Есть,-,-,-,245720,1989-11-17,1,300.00,04.11.2023 03:04:12
137,Нет,Есть,-,-,-,-,-,-,6138,1987-10-25,1,100.00,04.11.2023 05:11:35
136,Нет,Есть,-,-,Есть,-,-,-,267773,Не указано,1,100.00,04.11.2023 15:02:04
135,Нет,Есть,-,-,Есть,-,-,-,116879,1992-08-06,1,100.00,04.11.2023 21:06:43
134,Нет,Есть,-,-,-,-,-,-,162005,1975-01-28,1,700.00,04.11.2023 23:59:07
133,Нет,Есть,-,-,-,-,-,-,271877,Не указано,1,300.00,06.11.2023 11:45:06
132,Нет,Есть,-,-,-,-,-,-,111489,Не указано,1,500.00,06.11.2023 18:02:25
131,Нет,Есть,-,-,Есть,-,-,-,236417,1990-02-20,1,0,07.11.2023 12:17:41
130,Нет,-,-,-,-,-,-,-,Не указано,Не указано,4,300.00,08.11.2023 06:30:28
129,Нет,Есть,-,-,-,-,-,-,136355,1986-01-29,1,300.00,08.11.2023 19:44:19
128,Нет,Есть,-,-,-,-,-,-,273507,Не указано,1,300.00,09.11.2023 18:59:13
127,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,1000.00,10.11.2023 02:05:33
126,Нет,Есть,-,-,-,-,-,-,227095,1972-09-18,5,100.00,14.11.2023 14:04:58
125,Нет,-,-,-,-,-,-,-,Не указано,Не указано,4,100.00,14.11.2023 14:41:41
124,Нет,Есть,-,-,-,-,-,-,142147,1987-03-11,2,300.00,15.11.2023 01:17:39
123,Нет,Есть,-,-,-,-,-,-,67996,1990-01-08,1,1000.00,15.11.2023 05:05:13
122,Нет,Есть,-,-,-,-,-,-,245719,2000-05-10,2,650.00,23.03.2024 16:45:25
121,Нет,Есть,-,-,-,-,-,-,166171,1987-12-20,27,2600.00,18.11.2023 20:01:13
120,Нет,Есть,-,-,Есть,-,-,-,211255,1992-06-10,6,1255.00,19.05.2024 15:21:56
119,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,555.00,19.11.2023 21:19:50
118,Нет,Есть,-,-,-,-,-,-,274124,2001-03-29,1,100.00,19.11.2023 22:05:41
117,Нет,Есть,-,-,-,-,-,-,50,1972-10-15,1,500.00,21.11.2023 16:37:04
116,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,500.00,23.11.2023 04:56:24
115,Нет,-,-,-,-,-,-,-,Не указано,Не указано,56,4800.00,23.05.2024 06:58:14
114,Нет,Есть,-,-,-,-,-,-,154723,1987-09-29,13,7577.00,27.01.2024 11:34:55
113,Нет,Есть,-,-,-,-,-,-,238153,1986-06-14,10,1000.00,25.05.2024 09:13:10
112,Нет,Есть,-,-,-,-,-,-,150229,1984-06-14,8,2400.00,25.05.2024 16:45:51
111,Нет,Есть,-,-,-,-,-,-,269550,1977-02-24,13,800.00,27.05.2024 18:20:47
110,Нет,Есть,-,-,-,-,-,-,228700,1987-09-14,9,1100.00,26.05.2024 11:14:00
109,Нет,-,-,-,-,-,-,-,Не указано,Не указано,14,13000.00,26.05.2024 17:38:27
108,Нет,Есть,-,-,-,-,-,-,212078,1995-01-26,14,1400.00,27.05.2024 20:20:51
107,Нет,Есть,-,-,-,-,-,-,166881,1996-05-02,11,1400.00,27.05.2024 21:51:30
106,Нет,Есть,-,Есть,Есть,-,-,-,44373,1994-07-01,9,800.00,28.05.2024 14:21:13
105,Нет,Есть,-,-,-,-,-,-,229594,1973-03-12,1,300.00,28.11.2023 19:29:19
104,Нет,Есть,-,-,-,-,-,-,262426,Не указано,1,500.00,28.11.2023 19:41:00
103,Нет,Есть,-,-,Есть,-,-,-,99266,1991-07-18,1,200.00,28.11.2023 19:42:48
102,Нет,Есть,-,Есть,-,-,-,-,152863,1978-07-29,10,3600.00,28.05.2024 16:24:53
101,Нет,Есть,-,Есть,Есть,-,-,-,154879,1979-07-02,4,2500.00,01.03.2024 12:55:12
100,Нет,Есть,-,-,-,-,-,-,141643,1983-06-08,3,1500.00,02.05.2024 15:53:44
99,Нет,Есть,-,-,-,-,-,-,124257,1986-07-05,2,300.00,29.11.2023 19:22:20
98,Нет,Есть,-,-,-,-,-,-,133124,1997-05-25,46,4200.00,31.05.2024 11:35:47
97,Нет,Есть,-,-,-,-,-,-,274736,1984-07-10,1,300.00,30.11.2023 17:28:49
96,Нет,Есть,-,-,-,-,-,-,141262,1983-03-30,46,15800.00,02.01.2024 13:12:38
95,Нет,Есть,-,-,Есть,-,-,-,181195,Не указано,36,2800.00,02.05.2024 16:10:14
94,Нет,Есть,-,Есть,Есть,-,-,-,237407,1985-01-19,18,1800.00,30.05.2024 18:10:51
93,Нет,Есть,-,Есть,Есть,-,-,-,232022,1994-05-24,10,1000.00,30.01.2024 18:38:13
92,Нет,Есть,-,-,-,-,-,-,271518,1991-06-25,9,1350.00,30.05.2024 21:22:42
91,Нет,Есть,-,-,-,-,-,-,125165,1993-10-21,7,700.00,01.06.2024 18:38:52
90,Нет,Есть,-,-,-,-,-,-,252,1994-06-22,22,6400.00,23.05.2024 06:13:27
89,Нет,Есть,-,Есть,Есть,-,-,-,224865,2003-08-20,7,366.00,02.02.2024 04:33:17
88,Нет,Есть,-,-,-,-,-,-,208600,Не указано,20,6000.00,02.06.2024 07:08:18
87,Нет,Есть,-,-,-,-,-,-,211130,Не указано,7,2100.00,02.06.2024 10:02:20
86,Нет,Есть,-,-,-,-,-,-,139696,1988-05-01,34,3600.00,02.06.2024 11:54:40
85,Нет,Есть,-,-,-,-,-,-,211586,1987-06-27,23,4200.00,02.06.2024 15:01:40
84,Нет,Есть,-,-,-,-,-,-,118712,1977-09-06,3,300.00,02.12.2023 22:14:13
83,Нет,Есть,-,Есть,Есть,-,-,-,241245,1993-05-13,1,300.00,02.12.2023 22:30:14
82,Нет,Есть,-,-,-,-,-,-,224515,1992-07-11,26,1900.00,16.05.2024 19:58:07
81,Нет,Есть,-,-,-,-,-,-,257285,1989-08-15,9,700.00,02.05.2024 19:56:47
80,Нет,Есть,-,Есть,Есть,-,-,-,270205,Не указано,7,700.00,03.05.2024 10:17:52
79,Нет,Есть,-,-,-,-,-,-,119431,Не указано,19,1900.00,03.05.2024 18:22:15
78,Нет,Есть,-,-,-,-,-,-,111894,Не указано,51,4600.00,04.12.2023 17:00:56
77,Нет,-,-,-,-,-,-,-,Не указано,Не указано,8,70.00,05.05.2024 08:24:40
76,Нет,-,-,-,-,-,-,-,Не указано,Не указано,9,700.00,03.05.2024 10:46:23
75,Нет,Есть,-,-,-,-,-,-,2057,1989-01-31,3,300.00,05.01.2024 11:09:43
74,Нет,Есть,-,-,-,-,-,-,142745,1985-08-29,12,3600.00,06.05.2024 22:12:04
73,Нет,Есть,-,-,-,-,-,-,255595,Не указано,12,1200.00,08.05.2024 01:18:29
72,Нет,Есть,-,-,Есть,-,-,-,195457,Не указано,15,8000.00,06.05.2024 18:25:59
71,Нет,Есть,-,-,Есть,-,-,-,210275,1992-09-20,57,9496.00,02.06.2024 07:00:22
70,Нет,Есть,-,-,-,-,-,-,153774,1979-07-06,7,3000.00,02.04.2024 20:16:34
69,Нет,Есть,-,-,-,-,-,-,175181,1985-10-26,8,800.00,07.01.2024 12:31:19
68,Нет,Есть,-,-,-,-,-,-,6579,1981-03-10,10,2400.00,06.01.2024 16:15:22
67,Нет,Есть,-,-,Есть,-,-,-,259729,Не указано,8,2000.00,26.03.2024 13:26:38
66,Нет,-,-,-,-,-,-,-,Не указано,Не указано,6,700.00,07.12.2023 23:00:44
65,Нет,Есть,-,Есть,Есть,-,-,-,236761,1984-09-30,8,700.00,23.05.2024 09:34:11
64,Нет,-,-,-,-,-,-,-,Не указано,Не указано,4,200.00,01.05.2024 14:13:46
63,Нет,-,-,-,-,-,-,-,Не указано,Не указано,10,5000.00,08.05.2024 11:49:20
62,Нет,Есть,-,-,-,-,-,-,237574,1981-03-19,2,1000.00,31.12.2023 17:17:22
61,Нет,Есть,-,-,-,-,-,-,251816,1987-10-06,2,800.00,08.12.2023 16:59:10
60,Нет,Есть,-,-,-,-,-,-,229031,1981-06-01,8,1500.00,10.05.2024 12:38:49
59,Нет,Есть,-,-,-,-,-,-,118224,1977-04-18,6,600.00,08.05.2024 12:41:15
58,Нет,Есть,-,-,-,-,-,-,226170,2002-11-26,7,400.00,10.04.2024 14:17:37
57,Нет,Есть,-,-,Есть,-,-,-,239125,1990-08-20,1,300.00,08.12.2023 17:45:45
56,Нет,Есть,-,-,-,-,-,-,194923,Не указано,6,1800.00,18.02.2024 12:11:44
55,Нет,Есть,-,-,Есть,-,-,-,197271,Не указано,4,300.00,08.03.2024 12:52:02
54,Нет,Есть,-,-,-,-,-,-,269008,Не указано,1,100.00,08.12.2023 18:03:27
53,Нет,Есть,-,-,-,-,-,-,246857,1970-06-05,1,300.00,08.12.2023 18:08:48
52,Нет,Есть,-,-,-,-,-,-,273960,Не указано,1,500.00,08.12.2023 18:47:57
51,Нет,Есть,-,Есть,-,-,-,-,70566,1997-05-05,12,3600.00,08.05.2024 15:02:41
50,Нет,Есть,-,Есть,Есть,-,-,-,156426,1989-01-26,1,300.00,08.12.2023 20:31:24
49,Нет,Есть,-,-,-,-,-,-,157139,1970-09-03,6,1500.00,10.03.2024 15:46:18
48,Нет,Есть,-,-,-,-,-,-,255897,1980-11-04,1,300.00,08.12.2023 22:58:32
47,Нет,-,-,-,-,-,-,-,Не указано,Не указано,8,1350.00,08.05.2024 18:17:07
46,Нет,Есть,-,-,Есть,-,-,-,174466,1989-03-17,4,100.00,11.01.2024 00:16:31
45,Нет,Есть,-,-,-,-,-,-,224057,2001-04-20,8,3000.00,11.05.2024 10:43:38
44,Нет,Есть,-,-,-,-,-,-,232312,1971-03-21,22,2500.00,09.02.2024 15:37:45
43,Да,Есть,-,-,-,-,-,-,264540,Не указано,1,16.00,10.12.2023 15:12:51
42,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,1000.00,11.12.2023 02:58:20
41,Нет,Есть,-,Есть,Есть,-,-,-,149262,1974-09-05,10,1000.00,11.05.2024 13:49:53
40,Нет,Есть,-,-,-,-,-,-,216736,1988-03-26,27,5000.00,14.02.2024 09:59:45
39,Нет,-,-,-,-,-,-,-,Не указано,Не указано,9,900.00,12.05.2024 11:24:17
38,Нет,Есть,-,-,-,-,-,-,172188,1989-04-29,8,800.00,12.05.2024 11:34:56
37,Нет,Есть,-,-,Есть,-,-,-,134248,1988-06-05,8,2400.00,12.05.2024 12:45:09
36,Нет,Есть,-,-,Есть,-,-,-,60630,1987-05-08,18,1500.00,13.12.2023 03:29:46
35,Нет,Есть,-,-,-,-,-,-,135235,Не указано,8,800.00,13.05.2024 12:46:44
34,Нет,Есть,-,-,-,-,-,-,9091,1985-05-19,22,440.00,14.05.2024 01:01:16
33,Нет,-,-,-,-,-,-,-,Не указано,Не указано,8,800.00,14.05.2024 11:05:59
32,Нет,Есть,-,-,Есть,-,-,-,152420,1984-11-30,4,800.00,20.03.2024 08:01:15
31,Нет,Есть,-,-,-,-,-,-,140305,1995-03-11,9,2700.00,15.01.2024 01:10:52
